,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
38334,5391,PANT,medium_airport,Annette Island Airport,55.04240036010742,-131.57200622558594,119.0,,US,US-AK,Annette,yes,PANT,ANN,ANN,,http://en.wikipedia.org/wiki/Annette_Island_Airport,
38336,5392,PANV,medium_airport,Anvik Airport,62.646702000000005,-160.190994,291.0,,US,US-AK,Anvik,yes,PANV,ANV,ANV,,https://en.wikipedia.org/wiki/Anvik_Airport,
38341,5393,PAOM,medium_airport,Nome Airport,64.51219940185547,-165.44500732421875,37.0,,US,US-AK,Nome,yes,PAOM,OME,OME,,http://en.wikipedia.org/wiki/Nome_Airport,
38343,5394,PAOR,medium_airport,Northway Airport,62.96129989999999,-141.9290009,1715.0,,US,US-AK,Northway,no,PAOR,ORT,ORT,,http://en.wikipedia.org/wiki/Northway_Airport,
38344,5395,PAOT,medium_airport,Ralph Wien Memorial Airport,66.88469696,-162.598999,14.0,,US,US-AK,Kotzebue,yes,PAOT,OTZ,OTZ,,http://en.wikipedia.org/wiki/Ralph_Wien_Memorial_Airport,
38346,5396,PAPB,medium_airport,St George Airport,56.5783004761,-169.662002563,125.0,,US,US-AK,St George,no,PAPB,STG,PBV,,http://en.wikipedia.org/wiki/St._George_Airport_(Alaska),
38347,5397,PAPC,medium_airport,Port Clarence Coast Guard Station,65.25370025630001,-166.85899353,10.0,,US,US-AK,Port Clarence,no,PAPC,KPC,KPC,,http://en.wikipedia.org/wiki/Port_Clarence_Coast_Guard_Station,
38349,5398,PAPG,medium_airport,Petersburg James A Johnson Airport,56.80170059,-132.9450073,111.0,,US,US-AK,Petersburg,yes,PAPG,PSG,PSG,,http://en.wikipedia.org/wiki/Petersburg_James_A._Johnson_Airport,
38350,5399,PAPH,medium_airport,Port Heiden Airport,56.95909881591797,-158.63299560546875,95.0,,US,US-AK,Port Heiden,no,PAPH,PTH,PTH,,,
38352,5400,PAPM,medium_airport,Platinum Airport,59.01139831542969,-161.82000732421875,15.0,,US,US-AK,Platinum,no,PAPM,PTU,PTU,,,
38358,5401,PAQT,medium_airport,Nuiqsut Airport,70.2099990845,-151.00599670399998,38.0,,US,US-AK,Nuiqsut,no,PAQT,NUI,AQT,,http://en.wikipedia.org/wiki/Nuiqsut_Airport,
38359,5402,PARC,medium_airport,Arctic Village Airport,68.1147,-145.578995,2092.0,,US,US-AK,Arctic Village,yes,PARC,ARC,ARC,,https://en.wikipedia.org/wiki/Arctic_Village_Airport,
38361,5403,PARY,medium_airport,Ruby Airport,64.72720337,-155.47000119999998,658.0,,US,US-AK,Ruby,no,PARY,RBY,RBY,,,
38362,5404,PASA,medium_airport,Savoonga Airport,63.6864013671875,-170.4929962158203,53.0,,US,US-AK,Savoonga,no,PASA,SVA,SVA,,,
38363,5405,PASC,medium_airport,Deadhorse Airport,70.19470215,-148.46499630000002,65.0,,US,US-AK,Deadhorse,yes,PASC,SCC,SCC,,http://en.wikipedia.org/wiki/Deadhorse_Airport,
38364,5406,PASD,medium_airport,Sand Point Airport,55.31499862670898,-160.5229949951172,21.0,,US,US-AK,Sand Point,no,PASD,SDP,SDP,,,
38365,5407,PASH,medium_airport,Shishmaref Airport,66.249604,-166.089112,12.0,,US,US-AK,Shishmaref,no,PASH,SHH,SHH,,https://en.wikipedia.org/wiki/Shishmaref_Airport,K09
38366,5408,PASI,medium_airport,Sitka Rocky Gutierrez Airport,57.04710006713867,-135.36199951171878,21.0,,US,US-AK,Sitka,yes,PASI,SIT,SIT,,http://en.wikipedia.org/wiki/Sitka_Rocky_Gutierrez_Airport,
38367,5384,PASK,medium_airport,Selawik Airport,66.60009766,-159.98599240000001,17.0,,US,US-AK,Selawik,no,PASK,WLK,WLK,,http://en.wikipedia.org/wiki/Selawik_Airport,
38369,5409,PASM,medium_airport,St Mary's Airport,62.0605011,-163.30200200000002,312.0,,US,US-AK,St Mary's,no,PASM,KSM,KSM,,http://en.wikipedia.org/wiki/St._Mary's_Airport_(Alaska),
38370,5410,PASN,medium_airport,St Paul Island Airport,57.16730117797852,-170.22000122070312,63.0,,US,US-AK,St Paul Island,no,PASN,SNP,SNP,,,
38374,5411,PASV,medium_airport,Sparrevohn LRRS Airport,61.09740067,-155.5740051,1585.0,,US,US-AK,Sparrevohn,no,PASV,SVW,SVW,,http://en.wikipedia.org/wiki/Sparrevohn_LRRS_Airport,
38376,5412,PASX,medium_airport,Soldotna Airport,60.47570037841797,-151.03399658203125,113.0,,US,US-AK,Soldotna,no,PASX,SXQ,SXQ,,,
38377,5413,PASY,medium_airport,Eareckson Air Station,52.71229935,174.1139984,95.0,,US,US-AK,Shemya,no,PASY,SYA,SYA,,http://en.wikipedia.org/wiki/Eareckson_Air_Station,
38381,5414,PATG,medium_airport,Togiak Airport,59.05279922485352,-160.39700317382812,21.0,,US,US-AK,Togiak Village,no,PATG,TOG,TOG,,,
38383,24910,PATK,medium_airport,Talkeetna Airport,62.320499420165994,-150.09399414062,358.0,,US,US-AK,Talkeetna,no,PATK,TKA,TKA,,http://en.wikipedia.org/wiki/Talkeetna_Airport,
38384,5415,PATL,medium_airport,Tatalina LRRS Airport,62.894401550299996,-155.977005005,964.0,,US,US-AK,Takotna,no,PATL,TLJ,TLJ,,http://en.wikipedia.org/wiki/Tatalina_LRRS_Airport,
38385,5416,PATQ,medium_airport,Atqasuk Edward Burnell Sr Memorial Airport,70.46730041503906,-157.43600463867188,96.0,,US,US-AK,Atqasuk,no,PATQ,ATK,ATK,,http://en.wikipedia.org/wiki/Atqasuk_Edward_Burnell_Sr._Memorial_Airport,
38394,5418,PAVD,medium_airport,Valdez Pioneer Field,61.13389969,-146.24800109999998,121.0,,US,US-AK,Valdez,no,PAVD,VDZ,VDZ,,http://en.wikipedia.org/wiki/Valdez_Airport,
38396,5419,PAVL,medium_airport,Kivalina Airport,67.73619842529297,-164.56300354003906,13.0,,US,US-AK,Kivalina,no,PAVL,KVL,KVL,,,
38398,5420,PAWD,medium_airport,Seward Airport,60.12689971923828,-149.41900634765625,22.0,,US,US-AK,Seward,no,PAWD,SWD,SWD,,,
38399,5421,PAWG,medium_airport,Wrangell Airport,56.48429871,-132.36999509999998,49.0,,US,US-AK,Wrangell,yes,PAWG,WRG,WRG,,http://en.wikipedia.org/wiki/Wrangell_Airport,
38400,5422,PAWI,medium_airport,Wainwright Airport,70.6380004883,-159.994995117,41.0,,US,US-AK,Wainwright,no,PAWI,AIN,AWI,,http://en.wikipedia.org/wiki/Wainwright_Airport_(Alaska),
38402,5423,PAWN,medium_airport,Noatak Airport,67.56610107421875,-162.97500610351562,88.0,,US,US-AK,Noatak,no,PAWN,WTK,WTK,,,
38404,5424,PAWS,medium_airport,Wasilla Airport,61.5717010498,-149.539993286,354.0,,US,US-AK,Wasilla,no,PAWS,WWA,IYS,,http://en.wikipedia.org/wiki/Wasilla_Airport,
38407,26343,PAYA,medium_airport,Yakutat Airport,59.503299713100006,-139.660003662,33.0,,US,US-AK,Yakutat,yes,PAYA,YAK,YAK,,http://en.wikipedia.org/wiki/Yakutat_Airport,
38409,5426,PCIS,medium_airport,Canton Island Airport,-2.7681200504300003,-171.710006714,9.0,OC,KI,KI-P,Abariringa,no,PCIS,CIS,,,http://en.wikipedia.org/wiki/Canton_Island_Airport,Kanton Island
38444,5429,PFYU,medium_airport,Fort Yukon Airport,66.57150268554689,-145.25,433.0,,US,US-AK,Fort Yukon,no,PFYU,FYU,FYU,,http://en.wikipedia.org/wiki/Fort_Yukon_Airport,
38557,35180,PG-OPU,medium_airport,Balimo Airport,-8.050000190730001,142.932998657,51.0,OC,PG,PG-WPD,Balimo,yes,AYBM,OPU,BLI,,http://en.wikipedia.org/wiki/Balimo_Airport,
38564,35179,PG-VMU,medium_airport,Baimuru Airport,-7.49686002731,144.819900513,27.0,OC,PG,PG-GPK,Baimuru,yes,AYBA,VMU,BMU,,http://en.wikipedia.org/wiki/Baimuru_Airport,
38569,5430,PGRO,medium_airport,Rota International Airport,14.17430019378662,145.2429962158203,607.0,OC,MP,MP-U-A,Rota Island,yes,PGRO,ROP,GRO,,http://en.wikipedia.org/wiki/Rota_International_Airport,
38570,5431,PGSN,medium_airport,Saipan International Airport,15.119000000000002,145.729004,215.0,OC,MP,MP-U-A,Saipan Island,yes,PGSN,SPN,GSN,,http://en.wikipedia.org/wiki/Saipan_International_Airport,Francisco C. Ada
38571,5432,PGUA,medium_airport,Andersen Air Force Base,13.584000000000001,144.929998,627.0,OC,GU,GU-U-A,"Yigo, Mariana Island",no,PGUA,UAM,UAM,http://www.andersen.af.mil/,http://en.wikipedia.org/wiki/Andersen_Air_Force_Base,
38572,5433,PGUM,large_airport,Antonio B. Won Pat International Airport,13.4834003448,144.796005249,298.0,OC,GU,GU-U-A,"Hagåtña, Guam International Airport",yes,PGUM,GUM,GUM,http://www.guamairport.com/,http://en.wikipedia.org/wiki/Antonio_B._Won_Pat_International_Airport,Agana
38573,5434,PGWT,medium_airport,Tinian International Airport,14.999199867248535,145.61900329589844,271.0,OC,MP,MP-U-A,Tinian Island,no,PGWT,TIQ,TNI,,http://en.wikipedia.org/wiki/Tinian_International_Airport,
38574,308633,PH-0001,large_airport,Laguindingan Airport,8.612203,124.456496,190.0,AS,PH,PH-MSR,Cagayan de Oro City,yes,RPMY,CGY,,http://laguindinganinternationalairport.com/,http://en.wikipedia.org/wiki/Laguindingan_International_Airport,"CGY,Laguindingan,IGN,RPML"
38646,325947,PH-0073,large_airport,Northern Cagayan International Airport,18.182388,121.745853,,AS,PH,PH-CAG,Lal-lo,yes,,,,,http://en.wikipedia.org/wiki/Northern_Cagayan_International_Airport,"Northern Cagayan, Lal-lo"
38740,5441,PHBK,medium_airport,Barking Sands Airport,22.022800445599998,-159.785003662,23.0,,US,US-HI,Kekaha,no,PHBK,BKH,BKH,,http://en.wikipedia.org/wiki/Pacific_Missile_Range_Facility,"Pacific Missle Range Facility Barking Sands, Kauai"
38741,5442,PHDH,medium_airport,Dillingham Airfield,21.5795001984,-158.197006226,14.0,,US,US-HI,Mokuleia,no,PHDH,HDH,HDH,,http://en.wikipedia.org/wiki/Dillingham_Airfield,
38743,5443,PHHI,medium_airport,Wheeler Army Airfield,21.48349953,-158.03999330000002,837.0,,US,US-HI,Wahiawa,no,PHHI,HHI,HHI,,http://en.wikipedia.org/wiki/Wheeler_Army_Airfield,
38744,5444,PHHN,medium_airport,Hana Airport,20.79560089111328,-156.01400756835938,78.0,,US,US-HI,Hana,yes,PHHN,HNM,HNM,,http://en.wikipedia.org/wiki/Hana_Airport,
38745,5446,PHJH,medium_airport,Kapalua Airport,20.962900161743164,-156.67300415039062,256.0,,US,US-HI,Lahaina,yes,PHJH,JHM,JHM,,http://en.wikipedia.org/wiki/Kapalua_Airport,
38746,5447,PHJR,medium_airport,Kalaeloa Airport,21.3074,-158.070009,30.0,,US,US-HI,Kapolei,no,PHJR,JRF,JRF,http://hawaii.gov/hnl/airport-information/kalaeloa-airport-jrf,http://en.wikipedia.org/wiki/Kalaeloa_Airport,"NAX, Naval Air Station Barbers Point, John Rodgers Field"
38747,5448,PHKO,medium_airport,Ellison Onizuka Kona International At Keahole Airport,19.738782999999998,-156.045603,47.0,,US,US-HI,Kailua/Kona,yes,PHKO,KOA,KOA,,http://en.wikipedia.org/wiki/Kona_International_Airport,
38749,5449,PHLI,medium_airport,Lihue Airport,21.97599983215332,-159.33900451660156,153.0,,US,US-HI,Lihue,yes,PHLI,LIH,LIH,,http://en.wikipedia.org/wiki/Lihu'e_Airport,
38752,5450,PHMK,medium_airport,Molokai Airport,21.15290069580078,-157.0959930419922,454.0,,US,US-HI,Kaunakakai,yes,PHMK,MKK,MKK,,http://en.wikipedia.org/wiki/Molokai_Airport,
38753,5451,PHMU,medium_airport,Waimea Kohala Airport,20.001300811767575,-155.66799926757812,2671.0,,US,US-HI,Kamuela,yes,PHMU,MUE,MUE,,http://en.wikipedia.org/wiki/Waimea-Kohala_Airport,
38754,5452,PHNG,medium_airport,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,21.450500488299998,-157.76800537100002,24.0,,US,US-HI,Kaneohe,no,PHNG,NGF,NGF,http://www.mcbhawaii.marines.mil/Units/SubordinateCommands/MarineCorpsAirStation.aspx,https://en.wikipedia.org/wiki/Marine_Corps_Air_Station_Kaneohe_Bay,
38755,5453,PHNL,large_airport,Daniel K Inouye International Airport,21.32062,-157.924228,13.0,,US,US-HI,Honolulu,yes,PHNL,HNL,HNL,http://airports.hawaii.gov/hnl/,https://en.wikipedia.org/wiki/Daniel_K._Inouye_International_Airport,"Hickam Air Force Base, HIK, PHIK, KHNL, Honolulu International"
38757,5454,PHNY,medium_airport,Lanai Airport,20.785600662231445,-156.9510040283203,1308.0,,US,US-HI,Lanai City,yes,PHNY,LNY,LNY,,http://en.wikipedia.org/wiki/Lanai_Airport,
38758,5455,PHOG,medium_airport,Kahului Airport,20.8986,-156.429993,54.0,,US,US-HI,Kahului,yes,PHOG,OGG,OGG,,http://en.wikipedia.org/wiki/Kahului_Airport,
38760,5456,PHSF,medium_airport,Bradshaw Army Airfield,19.760099411,-155.554000854,6190.0,,US,US-HI,Camp Pohakuloa,no,PHSF,BSF,BSF,,,
38761,5457,PHTO,medium_airport,Hilo International Airport,19.721399307250977,-155.04800415039062,38.0,,US,US-HI,Hilo,yes,PHTO,ITO,ITO,,http://en.wikipedia.org/wiki/Hilo_International_Airport,
38762,5458,PHUP,medium_airport,Upolu Airport,20.265300750732425,-155.86000061035156,96.0,,US,US-HI,Hawi,no,PHUP,UPP,UPP,,http://en.wikipedia.org/wiki/Upolu_Airport,
38764,30601,PK-0001,large_airport,New Islamabad International Airport,33.560713,72.851613,1646.0,AS,PK,PK-PB,Islamabad,yes,OPIS,ISB,OPIS,http://www.niia.com.pk/,http://en.wikipedia.org/wiki/New_Islamabad_International_Airport,"Fateh Jang, Gandhara"
38798,5488,PKMJ,medium_airport,Marshall Islands International Airport,7.064760208129883,171.27200317382812,6.0,OC,MH,MH-MAJ,Majuro Atoll,yes,PKMJ,MAJ,MAJ,,http://en.wikipedia.org/wiki/Marshall_Islands_International_Airport,
38800,43226,PKSA,medium_airport,Kaieteur International Airport,5.17275476456,-59.491481781000005,1520.0,SA,GY,GY-PT,Kaieteur Falls,yes,SYKA,KAI,,,http://en.wikipedia.org/wiki/Kaieteur_International_Airport,
38801,5490,PKWA,medium_airport,Bucholz Army Air Field,8.720120429992676,167.73199462890625,9.0,OC,MH,MH-KWA,Kwajalein,yes,PKWA,KWA,KWA,,http://en.wikipedia.org/wiki/Bucholz_Army_Airfield,
38965,5493,PLCH,medium_airport,Cassidy International Airport,1.9861600399017332,-157.35000610351562,5.0,OC,KI,KI-L,Banana,yes,PLCH,CXI,,,http://en.wikipedia.org/wiki/Cassidy_International_Airport,Christmas Island
38971,5494,PMDY,medium_airport,Henderson Field,28.20170021057129,-177.38099670410156,13.0,OC,UM,UM-71,Sand Island,no,PMDY,MDY,MDY,,http://en.wikipedia.org/wiki/Henderson_Field_(Midway_Atoll),
39069,5495,PPIZ,medium_airport,Point Lay LRRS Airport,69.73290253,-163.00500490000002,22.0,,US,US-AK,Point Lay,no,PPIZ,PIZ,PIZ,,http://en.wikipedia.org/wiki/Point_Lay_LRRS_Airport,
39337,5499,PTKK,medium_airport,Chuuk International Airport,7.461870193481445,151.84300231933594,11.0,OC,FM,FM-TRK,Weno Island,yes,PTKK,TKK,TKK,,http://en.wikipedia.org/wiki/Chuuk_International_Airport,
39338,5500,PTPN,medium_airport,Pohnpei International Airport,6.985099792480469,158.20899963378906,10.0,OC,FM,FM-PNI,Pohnpei Island,yes,PTPN,PNI,PNI,,http://en.wikipedia.org/wiki/Pohnpei_International_Airport,Ponape
39339,5501,PTRO,medium_airport,Babelthuap Airport,7.367310000000001,134.544236,176.0,OC,PW,PW-004,Babelthuap Island,yes,PTRO,ROR,ROR,,http://en.wikipedia.org/wiki/Palau_International_Airport,
39340,5502,PTSA,medium_airport,Kosrae International Airport,5.35698,162.957993,11.0,OC,FM,FM-KSA,Okat,yes,PTSA,KSA,TTK,,http://en.wikipedia.org/wiki/Kosrae_International_Airport,Caroline Islands Airport
39341,5503,PTYA,medium_airport,Yap International Airport,9.49891,138.082993,91.0,OC,FM,FM-YAP,Yap Island,yes,PTYA,YAP,T11,,http://en.wikipedia.org/wiki/Yap_International_Airport,
39344,5506,PWAK,medium_airport,Wake Island Airfield,19.282100677490234,166.63600158691406,14.0,OC,UM,UM-79,Wake Island,no,PWAK,AWK,AWK,,http://en.wikipedia.org/wiki/Wake_Island_Airfield,
39394,44686,QA-0001,large_airport,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,yes,OTHH,DOH,,http://dohahamadairport.com/,http://en.wikipedia.org/wiki/Hamad_International_Airport,New Doha International Airport
39406,5509,RCAY,medium_airport,Gangshan Air Force Base,22.78249931335449,120.26300048828124,34.0,AS,TW,TW-KHQ,Gangshan,no,RCAY,,,,,"Kangshan, Air Force Academy, 空軍官校"
39407,5510,RCBS,large_airport,Kinmen Airport,24.4279,118.359001,93.0,AS,TW,TW-X-KM,Shang-I,yes,RCBS,KNH,,http://www.kma.gov.tw/,http://en.wikipedia.org/wiki/Kinmen_Airport,"Shang Yi Airport, 金門尚義機場, 金门尚义机场, Jīnmén Shàngyì jīchǎng"
39408,5511,RCDC,medium_airport,Pingtung South Airport,22.672399520874023,120.46199798583984,78.0,AS,TW,TW-PIF,Pingtung,no,RCDC,,,,http://en.wikipedia.org/wiki/Pingtung_Airport,
39409,5512,RCDI,medium_airport,Longtan Air Base,24.85510063171387,121.23799896240234,790.0,AS,TW,TW-TAO,Longtan Township,no,RCDI,,,,,
39410,5513,RCFG,medium_airport,Matsu Nangan Airport,26.1598,119.958,232.0,AS,TW,TW-X-LK,Nangang Island,yes,RCFG,LZN,,http://www.tsa.gov.tw/tsaLZN/zh/home.aspx,http://en.wikipedia.org/wiki/Matsu_Nangan_Airport,Matsu Islands
39411,5514,RCFN,medium_airport,Taitung Airport,22.7549991607666,121.10199737548828,143.0,AS,TW,TW-TTT,Taitung City,yes,RCFN,TTT,,,http://en.wikipedia.org/wiki/Taitung_Airport,"Fengnin Airport, 台東機場"
39414,5516,RCKH,large_airport,Kaohsiung International Airport,22.57710075378418,120.3499984741211,31.0,AS,TW,TW-KHH,Kaohsiung City,yes,RCKH,KHH,,http://www.kia.gov.tw/english/e_index.asp,http://en.wikipedia.org/wiki/Kaohsiung_International_Airport,"Siaogang International Airport, 高雄國際航空站, 小港國際機場"
39415,5517,RCKU,medium_airport,Chiayi Airport,23.46179962158203,120.39299774169922,85.0,AS,TW,TW-CYQ,Chiayi City,yes,RCKU,CYI,,http://www.cya.gov.tw/web/english/index.asp,http://en.wikipedia.org/wiki/Chiayi_Airport,"Shueishang Airport, 嘉義航空站, 水上機場"
39416,5518,RCKW,medium_airport,Hengchun Airport,22.041099548339844,120.7300033569336,46.0,AS,TW,TW-PIF,Hengchung,yes,RCKW,HCN,,,http://en.wikipedia.org/wiki/Hengchun_Airport,
39419,5519,RCLY,medium_airport,Lanyu Airport,22.027000427246094,121.53500366210938,44.0,AS,TW,TW-TTT,Orchid Island,yes,RCLY,KYD,,,http://en.wikipedia.org/wiki/Lanyu_Airport,Lanyu Auxiliary Station
39420,5520,RCMQ,medium_airport,Taichung Ching Chuang Kang Airport,24.26469993591309,120.62100219726562,663.0,AS,TW,TW-TXG,Taichung City,yes,RCMQ,RMQ,,http://www.tca.gov.tw/English/Introduction.htm,http://en.wikipedia.org/wiki/Taichung_Airport,臺中清泉崗機場
39422,5521,RCMT,medium_airport,Matsu Beigan Airport,26.224199,120.002998,41.0,AS,TW,TW-X-LK,Beigan Island,yes,RCMT,MFK,,http://www.tsa.gov.tw/tsaMFK/en/page.aspx?id=1174,http://en.wikipedia.org/wiki/Matsu_Beigan_Airport,Matsu Islands
39424,5522,RCNN,medium_airport,Tainan Airport,22.95039939880371,120.20600128173828,63.0,AS,TW,TW-TNN,Tainan City,yes,RCNN,TNN,,http://www.tna.gov.tw/,http://en.wikipedia.org/wiki/Tainan_Airport,"臺南機場, 臺南航空站"
39426,5523,RCPO,medium_airport,Hsinchu Air Base,24.818000793499998,120.93900299100001,26.0,AS,TW,TW-HSZ,Hsinchu City,no,RCPO,HSZ,,,http://en.wikipedia.org/wiki/Hsinchu_Air_Base,
39427,5524,RCQC,medium_airport,Makung Airport,23.568700790405273,119.62799835205078,103.0,AS,TW,TW-PEN,Makung City,yes,RCQC,MZG,,http://www.mkport.gov.tw/english/,http://en.wikipedia.org/wiki/Makung_Airport,Magong
39428,5525,RCQS,medium_airport,Chihhang Air Base,22.793100357055664,121.18199920654295,121.0,AS,TW,TW-TTT,Taitung City,no,RCQS,,,,,Jhihhang Airport
39432,5526,RCSQ,medium_airport,Pingtung North Airport,22.700199127197266,120.48200225830078,97.0,AS,TW,TW-PIF,Pingtung,yes,RCSQ,PIF,,,http://en.wikipedia.org/wiki/Pingtung_Airport,
39433,5527,RCSS,medium_airport,Taipei Songshan Airport,25.06940078735352,121.552001953125,18.0,AS,TW,TW-TPE,Taipei City,yes,RCSS,TSA,,http://www.tsa.gov.tw/,http://en.wikipedia.org/wiki/Taipei_Songshan_Airport,"Sungshan Airport, 台北松山機場, 臺北松山機場"
39434,5528,RCTP,large_airport,Taiwan Taoyuan International Airport,25.0777,121.233002,106.0,AS,TW,TW-TAO,Taipei,yes,RCTP,TPE,,http://www.taoyuan-airport.com/,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E6%A1%83%E5%9C%92%E5%9C%8B%E9%9A%9B%E6%A9%9F%E5%A0%B4,"Taiwan Taoyuan International Airport, 臺灣桃園國際機場"
39437,5530,RCYU,medium_airport,Hualien Airport,24.02309989929199,121.61799621582031,52.0,AS,TW,TW-HUA,Hualien City,yes,RCYU,HUN,,http://www.hulairport.gov.tw/,http://en.wikipedia.org/wiki/Hualien_Airport,花蓮機場
39456,24352,RI16,balloonport,Keskinen Balloonport,41.71480178833008,-71.63729858398438,255.0,,US,US-RI,Coventry Center,no,RI16,,RI16,,,
39471,5531,RJAA,large_airport,Narita International Airport,35.764701843299996,140.386001587,141.0,AS,JP,JP-12,Tokyo,yes,RJAA,NRT,,,http://en.wikipedia.org/wiki/Narita_International_Airport,"TYO, Tokyo Narita Airport, New Tokyo International Airport"
39472,5532,RJAF,medium_airport,Matsumoto Airport,36.16680145263672,137.92300415039062,2182.0,AS,JP,JP-20,Matsumoto,yes,RJAF,MMJ,,http://www.matsumoto-airport.co.jp/,http://en.wikipedia.org/wiki/Matsumoto_Airport,
39473,5533,RJAH,medium_airport,Hyakuri Airport,36.181098938000005,140.414993286,105.0,AS,JP,JP-08,Omitama,yes,RJAH,IBR,,,http://en.wikipedia.org/wiki/Hyakuri_Airfield,Ibaraki Airport
39478,5535,RJAW,medium_airport,Iwo Jima Airport,24.78400039672852,141.322998046875,384.0,AS,JP,JP-13,,no,RJAW,IWO,,,,
39480,5536,RJBB,large_airport,Kansai International Airport,34.42729949951172,135.24400329589844,26.0,AS,JP,JP-27,Osaka,yes,RJBB,KIX,,http://www.kansai-airport.or.jp/en/index.asp,http://en.wikipedia.org/wiki/Kansai_International_Airport,OSA
39481,5537,RJBD,medium_airport,Nanki Shirahama Airport,33.6622009277,135.363998413,298.0,AS,JP,JP-30,Shirahama,yes,RJBD,SHM,,,http://en.wikipedia.org/wiki/Nanki-Shirahama_Airport,
39482,5538,RJBE,medium_airport,Kobe Airport,34.632801055908196,135.2239990234375,22.0,AS,JP,JP-28,Kobe,yes,RJBE,UKB,,,http://en.wikipedia.org/wiki/Kobe_Airport,
39483,5539,RJBH,medium_airport,Hiroshimanishi Airport,34.36690139770508,132.41400146484378,15.0,AS,JP,JP-34,,no,RJBH,HIW,,,http://en.wikipedia.org/wiki/Hiroshima-Nishi_Airport,
39486,5541,RJBT,medium_airport,Tajima Airport,35.51279830932617,134.78700256347656,584.0,AS,JP,JP-28,Tajima,no,RJBT,TJH,,,,
39488,5543,RJCB,medium_airport,Tokachi-Obihiro Airport,42.7332992554,143.216995239,505.0,AS,JP,JP-01,Obihiro,yes,RJCB,OBO,,,http://en.wikipedia.org/wiki/Obihiro_Airport,
39489,5544,RJCC,large_airport,New Chitose Airport,42.77519989013672,141.69200134277344,82.0,AS,JP,JP-01,Chitose / Tomakomai,yes,RJCC,CTS,,http://www.new-chitose-airport.jp/language/english/,http://en.wikipedia.org/wiki/New_Chitose_Airport,
39490,5545,RJCH,medium_airport,Hakodate Airport,41.7700004578,140.822006226,151.0,AS,JP,JP-01,Hakodate,yes,RJCH,HKD,,,http://en.wikipedia.org/wiki/Hakodate_Airport,
39491,5546,RJCJ,medium_airport,Chitose Air Base,42.79449844359999,141.666000366,87.0,AS,JP,JP-01,,no,RJCJ,,,,http://en.wikipedia.org/wiki/Chitose_Air_Base,
39492,5547,RJCK,medium_airport,Kushiro Airport,43.0410003662,144.192993164,327.0,AS,JP,JP-01,Kushiro,yes,RJCK,KUH,,,http://en.wikipedia.org/wiki/Kushiro_Airport,
39493,5548,RJCM,medium_airport,Memanbetsu Airport,43.880599975600006,144.164001465,135.0,AS,JP,JP-01,Ōzora,yes,RJCM,MMB,,,http://en.wikipedia.org/wiki/Memanbetsu_Airport,
