,data_clean
570,flight service good
571,check procedure excellent
572,wife fly bah fra bah new a320 business class helpful friendly crew smile time
573,like flat seat comfortable food normal taste good offer small portion
574,inflight entertainment good touch screen slow good selection movie brand new
575,general good experience use
576,doh bah mxp return excellent cabin crew quality food good quantity portable entertainment work fine option leg departure arrival time
577,falcon gold lounge bahrain little bed cramp fine hour connection flight
578,fly sydney honolulu honolulu las vegas honolulu a330 overall flight good especially international leg seat 330 far hard
579,flight attendant good fly honolulu brisbane old 767 actually aircraft comfortable preference 330 time
580,phoenix oahu hawaiian return flight hour delay mechanical problem plane
581,food awful food charge look awful
582,positive staff friendly
583,helpful check people brilliant crew
584,nice cabin clean fresh aircraft
585,good economy airline usa long way
586,shanghai pudong hong kong hong kong shanghai hongqiao a330 200 delay hour
587,seat comfortable avod movie
588,cabin crew young lack experience newspaper provide like food awful tiny size reason fly low airfare shanghai hong kong
589,zurich madrid return good attentive service flight iberia time
590,good food beverage quality international flight europe meal reasonable fare business class
591,mad mex ground service perfect check line fast track lounge boarding
592,board nice crew welcome drink nice new business cabin
593,seat window private feel good space ife
594,food drink service perfect 12hr flight
595,arrival time bag short belt leave airport short min
596,fly heathrow madrid lima leg bad flight lima horrendous sit row apart food inedible plane old unsuitable hour flight entertainment virtually non existent staff surly want serve thing water appear ration
597,fly buenos aire comment apply apart food supply argentina edible fact airline food good
598,surprisingly good experience good value money
599,check efficient seat comfortable spacious
600,crew friendly efficient food sale board good quality inflight entertainment good short flight
601,return flight goa delhi experience enjoyable efficient checking friendly polite cabin crew new air plane
602,verify review wonderful flight tehran paris new a330 modern
603,good entertainment small number film music choice good flight map
604,aircraft clean
605,meal serve good breakfast snack later
606,fly new york narita month seat comfortable food good par good airline
607,jal flight crew good good flight experience crew
608,friendly flight attendant care passenger efficiently
609,excellent flight cabin dash 100 need refresh confortable seat
610,flight time respect
611,gate employee air canada jazz offer good service
612,jet airway boe 737 900 seat pitch uncomfortable use high configuration international flight use domestic service india
613,cabin crew attentive poor inflight experience
614,pleasant early morning flight share lounge want coffee
615,check superb crew responsive pleasant
616,food tasty short flight service fault
617,plane look new seat reasonably comfortable bag soon arrival carousel
618,
619,seat comfortable
620,poor meal long haul flight
621,travel kolkata london heathrow mumbai appal lack customer service rude staff constantly bump aisle apologise bag leave mumbai
622,overall poor level service
623,impressed excellent service calgary return home victoria husband need assistance terminal kind courteous care terminal
624,excellent flight ewr week
625,great service lounge air time way
626,seat uncomfortable little padding recline
627,staff onboard pleasant helpful unfortunately price food drink bit steep
628,boarding chaotic delay minute way time come
629,
630,standard similar easyjet better ryanair jet2 deliver budget service definitely budget price book month advance
631,fly thoma cook jet2 year fault cabin crew helpful friendly staff airport great wait suitcase carousel
632,manchester las palma return excellent flight way new 737 800 aircraft
633,cabin crew flight friendly efficient food drink available purchase good standard
634,seat little uncomfortable legroom adequate recommend jet2
